"ID","SMILES","CNNscore","minimizedAffinity","IFP_scores"
"44487065","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)O[C@H]1CN(C)CC4=CC=C(C=C4)C(F)(F)F)[C@@H](C)CO",0.1284338832,-9.05961,0.3
"44487066","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)OC)O[C@H]1CN(C)CC4=CC=CC=C4)[C@@H](C)CO",0.0594219938,-8.86709,0.272727
"44487067","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC=C3)O[C@H]1CN(C)CC4=CC=C(C=C4)C5=CC=CC=C5)[C@H](C)CO",0.0590644628,-8.72192,0.5
"44487068","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC=C3)O[C@H]1CN(C)S(=O)(=O)C4=CC=CC=C4)[C@H](C)CO",0.0129388263,-7.94656,0.375
"44487069","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC(C)C)O[C@H]1CN(C)C(=O)NC(C)C)[C@H](C)CO",0.0457981825,-9.38364,0.333333
"44487070","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CN3C=NN=N3)O[C@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)OC)[C@H](C)CO",0.0197172128,-7.67711,0.222222
"44487071","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC4=CC=CC=C43)O[C@H]1CN(C)CC5=CC(=C(C=C5)Cl)Cl)[C@H](C)CO",0.0810808316,-8.54515,0.272727
"44487072","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)C3=CC=NC=C3)O[C@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)Cl)[C@H](C)CO",0.0208660122,-6.95889,0.272727
"44487073","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)C3CCCCC3)O[C@H]1CN(C)S(=O)(=O)C4=CC=CC=C4)[C@H](C)CO",0.0447118953,-6.72006,0.0833333
"44202522","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)O[C@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)Cl)[C@H](C)CO",0.1205286458,-7.80641,0.3
"44487074","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3)O[C@H]1CN(C)C(=O)NC4=CC=C(C=C4)OC)[C@H](C)CO",0.0681035072,-7.15149,0.272727
"44487075","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CN3C=NN=N3)O[C@H]1CN(C)S(=O)(=O)C4=CN(C=N4)C)[C@H](C)CO",0.0326120704,-6.46628,0.3
"44487076","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)OC)O[C@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)Cl)[C@H](C)CO",0.0242222361,-6.98141,0.0909091
"44487077","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC4=CC=CC=C43)O[C@H]1CN(C)C(=O)NC(C)C)[C@H](C)CO",0.2134363353,-7.951,0.3
"44487078","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CC3=CC=CC=C3)O[C@H]1CN(C)C(=O)NC4=CC=C(C=C4)F)[C@H](C)CO",0.1251674294,-7.63206,0.333333
"44487079","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3CCCCC3)O[C@H]1CN(C)CC4=CC(=C(C=C4)Cl)Cl)[C@H](C)CO",0.0583978742,-8.81839,0.444444
"44487080","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC=C3)O[C@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)C)[C@H](C)CO",0.1103286147,-7.02727,0.272727
"44487081","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)C)O[C@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)C)[C@H](C)CO",0.0486395024,-8.8436,0.272727
"44487082","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CN(C=N3)C)O[C@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)Cl)[C@H](C)CO",0.4660343826,-6.88596,0.4
"44487083","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=C(ON=C3C)C)O[C@H]1CN(C)CC4=CC=C(C=C4)C(F)(F)F)[C@H](C)CO",0.0439331345,-7.54871,0.181818
"44487084","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)O)[C@H](C)CO",0.1835473627,-5.99995,0.363636
"44487085","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)OC)O[C@H]1CN(C)CC4=CC=C(C=C4)C5=CC=CC=C5)[C@H](C)CO",0.0441836752,-7.37124,0.2
"44487086","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3CCCCC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(F)(F)F)[C@H](C)CO",0.1584060341,-8.71845,0.272727
"44487087","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)O)[C@H](C)CO",0.0561820716,-7.75928,0.272727
"44487088","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)O[C@H]1CN(C)S(=O)(=O)C4=CN(C=N4)C)[C@H](C)CO",0.28111884,-9.0147,0.4
"44487089","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)C)O[C@H]1CNC)[C@H](C)CO",0.0142903132,-8.43722,0.272727
"44487090","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CC3=CC=CC=C3)O[C@H]1CN(C)C(=O)NC4=CC=CC=C4)[C@H](C)CO",0.0349831358,-7.253,0.0833333
"44487091","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)O[C@H]1CNC)[C@H](C)CO",0.7001416683,-10.30664,0.5
"44487092","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3CCCCC3)O[C@@H]1CN(C)C(=O)NC(C)C)[C@@H](C)CO",0.0525372326,-7.32248,0.333333
"44487093","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)C3CC3)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)F)[C@@H](C)CO",0.0123147694,-8.40285,0.2
"44487094","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CC3=CC=CC=C3)O[C@@H]1CN(C)CC4CCCCC4)[C@@H](C)CO",0.0203326065,-9.08962,0.5
"44487095","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)C3CC3)O[C@@H]1CN(C)C(=O)NC4CCCCC4)[C@@H](C)CO",0.0538670123,-8.89482,0.4
"44202035","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC4=CC=CC=C43)O[C@@H]1CN(C)CC5=CC=C(C=C5)C6=CC=CC=C6)[C@@H](C)CO",0.0133423135,-9.19981,0.666667
"44487096","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC4=CC=CC=C43)O[C@@H]1CN(C)S(=O)(=O)C5=CN(C=N5)C)[C@@H](C)CO",0.2139528692,-10.19836,0.666667
"44487097","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)OC)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)Cl)[C@@H](C)CO",0.3032338321,-9.38957,0.6
"44487098","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CN(C=N3)C)O[C@@H]1CN(C)C(=O)NC4=CC=CC=C4)[C@@H](C)CO",0.0461972579,-7.44826,0.333333
"44487099","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC(C)C)O[C@@H]1CN(C)S(=O)(=O)C3=CC=C(C=C3)F)[C@@H](C)CO",0.0485513806,-6.214,0.125
"44487100","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CN3C=NN=N3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)O)[C@H](C)CO",0.1156780571,-7.67272,0.3
"44487101","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)OC)O[C@@H]1CN(C)CC4=CC=C(C=C4)C5=CC=CC=C5)[C@@H](C)CO",0.0087538837,-7.67657,0.181818
"44487102","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)O[C@@H]1CN(C)CC4=CC=C(C=C4)C5=CC=CC=C5)[C@@H](C)CO",0.021561671,-8.30314,0.444444
"44487103","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CN(C=N3)C)O[C@@H]1CN(C)C(=O)NC(C)C)[C@@H](C)CO",0.0344815552,-8.74479,0.363636
"44487104","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CCC(F)(F)F)O[C@@H]1CN(C)CC3=CC=NC=C3)[C@@H](C)CO",0.0686430186,-7.40038,0.4
"44487105","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)F)[C@@H](C)CO",0.1666106582,-8.76706,0.5
"44487106","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)C)O[C@@H]1CN(C)C(=O)NC4=CC5=C(C=C4)OCO5)[C@@H](C)CO",0.1416709721,-9.37982,0.666667
"44487107","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3)O[C@@H]1CN(C)C(=O)NC4=C(ON=C4C)C)[C@@H](C)CO",0.0647697821,-8.84665,0.416667
"44487108","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)C3CC3)O[C@@H]1CN(C)CC4=CC(=C(C=C4)Cl)Cl)[C@@H](C)CO",0.1132894903,-7.56646,0.333333
"44487109","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC=C3)O[C@@H]1CN(C)CC4=CC=CC=C4)[C@@H](C)CO",0.0377332568,-6.91372,0.2
"44487110","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3CCCCC3)O[C@@H]1CN(C)CC4=CC(=C(C=C4)Cl)Cl)[C@@H](C)CO",0.3111843765,-8.98912,0.25
"44487111","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)C3CC3)O[C@@H]1CN(C)CC4=CC5=C(C=C4)OCO5)[C@@H](C)CO",0.0098710237,-6.66867,0.181818
"44487112","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC(C)C)O[C@@H]1CN(C)C(=O)NC(C)C)[C@@H](C)CO",0.0252995435,-7.26111,0.1
"44487113","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)O[C@@H]1CN(C)CC4=CC(=C(C=C4)Cl)Cl)[C@@H](C)CO",0.0083978493,-7.65211,0.1
"44487114","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)F)O[C@@H]1CNC)[C@@H](C)CO",0.0505471341,-7.9752,0.230769
"44487115","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CCC(F)(F)F)O[C@@H]1CN(C)C(=O)NC3=CC=C(C=C3)F)[C@@H](C)CO",0.1934369653,-7.9454,0.363636
"44487116","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=C(ON=C3C)C)O[C@@H]1CN(C)CC4=CC5=C(C=C4)OCO5)[C@@H](C)CO",0.1420240551,-9.76722,0.6
"44487117","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)OC)O[C@@H]1CN(C)C(=O)NC4=CC=CC=C4)[C@@H](C)CO",0.1222044304,-9.94441,0.4
"44487118","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CC3=CC=CC=C3)O[C@@H]1CN(C)S(=O)(=O)C4=CC=CC=C4)[C@@H](C)CO",0.0433744714,-6.43354,0.0833333
"44487119","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)O[C@@H]1CN(C)S(=O)(=O)C4=CC=CC=C4)[C@@H](C)CO",0.0320546106,-8.19546,0.333333
"44487120","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CN3C=NN=N3)O[C@@H]1CN(C)S(=O)(=O)C)[C@@H](C)CO",0.0339991301,-8.18225,0.2
"44487121","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC4=C(C=C3)OCO4)O[C@@H]1CN(C)CC5=CC=CC=C5)[C@@H](C)CO",0.1053198129,-7.96043,0.363636
"44487122","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CN(C=N3)C)O[C@@H]1CN(C)C(=O)NC4CCCCC4)[C@@H](C)CO",0.1034854874,-8.58698,0.272727
"44487123","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)F)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)C)[C@@H](C)CO",0.1649938226,-8.60506,0.555556
"44487124","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC(C)C)O[C@@H]1CN(C)CC3=CC=C(C=C3)OC4=CC=CC=C4)[C@@H](C)CO",0.0184774362,-8.73941,0.230769
"44487125","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CCC(F)(F)F)O[C@@H]1CN(C)C(=O)NC3=CC=C(C=C3)C(F)(F)F)[C@@H](C)CO",0.3733732402,-8.83208,0.3
"44487126","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)C)O[C@@H]1CN(C)C(=O)NC4=CC=CC=C4)[C@@H](C)CO",0.0587836653,-7.67408,0.363636
"44487127","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=C(ON=C3C)C)O[C@@H]1CN(C)S(=O)(=O)C4=CC=CC=C4)[C@@H](C)CO",0.0448467247,-7.31829,0.4
"44487128","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CN3C=NN=N3)O[C@@H]1CN(C)C(=O)NC4CCCCC4)[C@@H](C)CO",0.0631728023,-8.14259,0.3
"44487129","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)F)O[C@@H]1CN(C)CC4CCCCC4)[C@@H](C)CO",0.0953901187,-7.71317,0.3
"44487130","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)O[C@@H]1CN(C)C(=O)NC4=CC=CC=C4)[C@@H](C)CO",0.0662344396,-7.96658,0.375
"44487131","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)OC)[C@@H](C)CO",0.0275067054,-7.73882,0.25
"44487132","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CN(C=N3)C)O[C@@H]1CN(C)C(=O)NC4=CC5=C(C=C4)OCO5)[C@@H](C)CO",0.0382203385,-9.46229,0.4
"44487133","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC4=CC=CC=C43)O[C@@H]1CN(C)S(=O)(=O)C5=CC=C(C=C5)OC)[C@@H](C)CO",0.0264333896,-9.28549,0.4
"44487134","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)O[C@@H]1CN(C)S(=O)(=O)C4=CN(C=N4)C)[C@@H](C)CO",0.0230268408,-8.11198,0.666667
"44487135","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC4=CC=CC=C43)O[C@@H]1CN(C)C(=O)NC(C)C)[C@@H](C)CO",0.0388112552,-8.06526,0.363636
"44487136","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC=C3)O[C@@H]1CN(C)S(=O)(=O)C4=CC=CC=C4)[C@@H](C)CO",0.0227096137,-7.39402,0.363636
"44487137","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CCC(F)(F)F)O[C@@H]1CN(C)S(=O)(=O)C3=CC=C(C=C3)OC)[C@@H](C)CO",0.0188927203,-6.80621,0.181818
"44487138","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)C)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)Cl)[C@@H](C)CO",0.1224939004,-6.67563,0.222222
"44487139","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3)O[C@@H]1CN(C)CC4CCCCC4)[C@@H](C)CO",0.0105543388,-7.45982,0
"44487140","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CC3=CC=CC=C3)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)OC)[C@@H](C)CO",0.3388802409,-6.88629,0.181818
"44487141","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CN3C=NN=N3)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)OC)[C@@H](C)CO",0.0461514518,-7.56637,0.545455
"44487142","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)C3CCCCC3)O[C@@H]1CN(C)C(=O)NC4=CC=C(C=C4)F)[C@@H](C)CO",0.0110188462,-7.80389,0
"44487143","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)C3=CC=NC=C3)O[C@@H]1CN(C)S(=O)(=O)C4=CN(C=N4)C)[C@@H](C)CO",0.1087694243,-8.28787,0.272727
"44487144","C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CS3)O[C@@H]1CN(C)S(=O)(=O)C4=CN(C=N4)C)[C@H](C)CO",0.0225214325,-7.91158,0.333333
"44487145","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)C)O[C@@H]1CN(C)S(=O)(=O)C4=CC=CC=C4)[C@@H](C)CO",0.0114265205,-7.41059,0.111111
"44487146","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)F)O[C@@H]1CN(C)C(=O)NC(C)C)[C@@H](C)CO",0.0107828565,-8.5531,0.272727
"44487147","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)F)O[C@@H]1CN(C)CC4=CC=C(C=C4)OC5=CC=CC=C5)[C@@H](C)CO",0.0268608686,-6.93233,0.166667
"44487148","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CN3C=NN=N3)O[C@@H]1CN(C)C)[C@@H](C)CO",0.1044461876,-7.10719,0.3
"44487149","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC(C)C)O[C@@H]1CN(C)S(=O)(=O)C3=CC=CC=C3)[C@@H](C)CO",0.0485528558,-5.39173,0.222222
"44487150","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3)O[C@@H]1CN(C)S(=O)(=O)C4=CN(C=N4)C)[C@@H](C)CO",0.0493868999,-9.03133,0.3
"44487151","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC(C)C)O[C@@H]1CN(C)S(=O)(=O)C3=CC=C(C=C3)OC)[C@@H](C)CO",0.0777743608,-8.82841,0.363636
"44487152","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=C(ON=C3C)C)O[C@@H]1CN(C)CC4=CC=C(C=C4)C(=O)O)[C@@H](C)CO",0.107473515,-8.27796,0.222222
"44487153","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)O[C@@H]1CN(C)CC4=CC=CC=C4)[C@@H](C)CO",0.0108585022,-7.19926,0.3
"44487154","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)F)[C@@H](C)CO",0.0437697545,-7.57736,0.272727
"44487155","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC=C3)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)OC)[C@@H](C)CO",0.0708655939,-7.12073,0.272727
"44487156","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CC3=CC=CC=C3)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)C)[C@@H](C)CO",0.0284342039,-8.91712,0.3
"44487157","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3)O[C@@H]1CNC)[C@@H](C)CO",0.0184912756,-6.95569,0.181818
"44487158","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CS3)O[C@@H]1CN(C)CC4=CC=C(C=C4)C(=O)O)[C@@H](C)CO",0.0273257662,-7.37992,0.333333
"44487159","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)OC)O[C@@H]1CN(C)CC4=CC5=C(C=C4)OCO5)[C@@H](C)CO",0.0750609264,-6.29535,0.181818
"44487160","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC(C)C)O[C@@H]1CN(C)CC3=CC=C(C=C3)C(=O)O)[C@@H](C)CO",0.0599911548,-9.04242,0.444444
"44487161","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CC3=CC=CC=C3)O[C@@H]1CNC)[C@@H](C)CO",0.1008968353,-8.12557,0.333333
"44487162","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)C3=CC=NC=C3)O[C@@H]1CN(C)C(=O)NC4=CC5=C(C=C4)OCO5)[C@@H](C)CO",0.0276764035,-6.26683,0.2
"44487163","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)Cl)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)C)[C@@H](C)CO",0.0340420976,-6.43323,0.25
"44487164","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CC3=CC=CC=C3)O[C@@H]1CN(C)C(=O)NC4=CC=CC=C4)[C@@H](C)CO",0.0699864402,-7.18883,0.272727
"44487165","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)OC)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)C)[C@@H](C)CO",0.0177057479,-6.9343,0.2
"44487166","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)C)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)C)[C@@H](C)CO",0.0178053565,-7.4372,0.0833333
"44487167","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC(C)C)O[C@@H]1CNC)[C@@H](C)CO",0.0749754459,-9.20426,0.333333
"44487168","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC4=CC=CC=C43)O[C@@H]1CN(C)CC5=CC=NC=C5)[C@@H](C)CO",0.0323692411,-6.37365,0.1
"44487169","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CN(C=N3)C)O[C@@H]1CN(C)S(=O)(=O)C4=CC=CC=C4)[C@@H](C)CO",0.047308661,-6.87145,0.2
"44487170","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)Cl)O[C@@H]1CN(C)S(=O)(=O)C4=CC=CC=C4)[C@@H](C)CO",0.4529680908,-9.68547,0.4
"44487171","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)F)O[C@@H]1CN(C)CC4=CC=C(C=C4)C(=O)O)[C@@H](C)CO",0.0449844338,-5.7172,0.0769231
"44487172","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CN3C=NN=N3)O[C@@H]1CN(C)CC4CCCCC4)[C@@H](C)CO",0.0324188769,-7.80914,0.272727
"44487173","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CC3=CC=CC=C3)O[C@@H]1CN(C)C(=O)NC(C)C)[C@@H](C)CO",0.2521909475,-5.93546,0.181818
"44487174","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)C3CC3)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)C)[C@@H](C)CO",0.0470570438,-9.19227,0.333333
"44487175","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3)O[C@@H]1CN(C)CC4=CC=C(C=C4)C(=O)O)[C@@H](C)CO",0.1867004186,-7.67495,0.363636
"44487176","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=C(ON=C3C)C)O[C@@H]1CN(C)CC4=CC=C(C=C4)C(=O)O)[C@@H](C)CO",0.1099997535,-5.813,0.153846
"44487177","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CCC(F)(F)F)O[C@@H]1CN(C)C(=O)NC3=CC=CC=C3)[C@@H](C)CO",0.0703429133,-7.38742,0.272727
"44487178","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)C)O[C@@H]1CN(C)C(=O)NC4CCCCC4)[C@@H](C)CO",0.0610826686,-6.3653,0.272727
"44487179","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)C3CC3)O[C@@H]1CN(C)CC4CCCCC4)[C@@H](C)CO",0.0755235031,-8.28614,0.3
"44487180","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)F)O[C@@H]1CN(C)CC4=CC=C(C=C4)C(=O)O)[C@@H](C)CO",0.9202393293,-10.27725,0.444444
"44487181","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)C3=CC=NC=C3)O[C@@H]1CN(C)S(=O)(=O)C)[C@@H](C)CO",0.0374802873,-6.76128,0.181818
"44487182","C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)C)[C@@H](C)CO",0.1167807952,-8.08375,0.5
